BIOCHEMICAL,SUPER PATHWAY,SUB PATHWAY,PLATFORM,RI,MASS,PUBCHEM,KEGG,HMDB,Cat 1_vial 1,Cat 2_vial 1,cat 3_vial 1,cat 4_vial 1,cat 5_vial 1,cat 6_vial 1,cat 7_vial 1,cat 8_vial 1,cat 1_vial 2,cat 2_vial 2,cat 3_vial 2,cat 4_vial 2,cat 5_vial 2,cat 6_vial 2,cat 7_vial 2,cat 8_vial 2,cat 1_vial 3,cat 2_vial 3,cat 3_vial 3,cat 4_vial 3,cat 5_vial 3,cat 6_vial 3,cat 7_vial 3,cat 8_vial 3
3-ureidopropionate,Nucleotide,"Pyrimidine Metabolism, Uracil containing",LC/MS Pos Early,875,133.06077,111,C02642,HMDB00026,"107,444,744","79,016,816","77,358,024","85,988,176","76,477,168","81,313,896","78,592,512","85,886,184","106,320,792","76,576,672","78,428,072","86,867,416","83,385,216","84,783,472","75,820,136","85,110,424","108,280,992","78,596,152","74,737,304","89,147,088","83,270,600","84,696,272","80,254,096","88,131,144"
4-acetamidobenzoate,Xenobiotics,Chemical,LC/MS Neg,1403,178.05096,19266,D03836,,"185,071","134,204","107,314","169,821","201,409","152,019","101,294","148,474","153,399","157,224","144,049","164,017","146,965","170,440","120,349","154,932","189,365","158,821","144,325","210,479","183,687","154,039","126,814","136,701"
4-acetamidobutanoate,Amino Acid,Polyamine Metabolism,LC/MS Pos Early,1350,146.08117,18189,C02946,HMDB03681,"2,393,813","2,654,336","3,050,648","2,415,926","2,493,130","2,202,199","1,787,517","2,939,806","2,079,976","2,596,703","2,972,757","2,769,859","2,590,208","2,495,114","2,027,556","3,140,264","2,535,418","2,835,655","2,240,097","2,934,091","2,801,731","2,700,627","2,333,995","2,421,631"
4-acetylphenol sulfate,Xenobiotics,Drug,LC/MS Neg,2375,215.00196,4684006,,,"740,855","606,811","669,136","655,872","766,138","598,395","750,313","626,787","793,400","629,284","758,209","692,835","648,256","619,019","843,178","749,733","674,569","708,320","656,818","754,272","648,931","612,613","760,796","590,362"
4-allylphenol sulfate,Xenobiotics,Food Component/Plant,LC/MS Neg,3805,213.0227,,,,"73,006","70,752","70,748","111,017","116,186","78,451","126,070","123,244","28,302","89,696","58,285","80,611","52,904","133,289","179,696","75,307","96,056","92,782","70,577","79,029","87,890","176,406","178,284","37,146"
4-cholesten-3-one,Lipid,Sterol,LC/MS Pos Late,2520,385.3465,91477,C00599,HMDB00921,,"519,080","269,593","310,907","131,340",,"216,857","255,974","213,332","646,855","422,040","319,397","184,748",,,"358,488",,"396,559","186,998","268,891","282,708","227,386","272,392","276,477"
4-ethylphenylsulfate,Xenobiotics,Benzoate Metabolism,LC/MS Neg,3580,201.0227,,C13637,,"1,210,168","2,214,081","747,149","744,965","1,337,931","667,693","1,490,418","561,744","1,136,554","2,251,146","771,923","787,736","1,099,074","620,681","1,777,389","586,745","1,060,962","2,403,914","709,175","877,588","1,077,985","644,732","1,686,637","594,955"
4-guanidinobutanoate,Amino Acid,Guanidino and Acetamido Metabolism,LC/MS Pos Early,2320,146.09241,500,C01035,HMDB03464,"1,423,418","1,151,607","1,497,554","2,389,676","2,411,936","2,087,872","747,124","3,159,433","2,186,689","1,483,208","2,681,541","3,365,144","3,052,141","2,591,151","843,013","4,770,326","1,022,942","1,069,341","1,003,231","2,218,241","1,577,155","1,471,465","932,646","2,472,093"
4-hydroxycinnamate sulfate,Amino Acid,Tyrosine Metabolism,LC/MS Neg,1000,242.99688,6070438,,,"1,079,871","1,039,385","914,435","788,651","1,163,463","1,307,196","5,386,576","1,061,964","976,664","1,156,411","837,162","818,171","1,030,661","1,298,603","6,706,425","1,322,683","901,854","1,085,894","867,296","919,158","1,069,249","1,251,331","5,907,760","1,138,743"
4-hydroxyhippurate,Xenobiotics,Benzoate Metabolism,LC/MS Neg,1475,194.04588,151012,,HMDB13678,"981,914","939,247","2,656,965","1,542,233","1,312,933","998,421","2,951,170","1,421,843","991,328","1,003,977","2,668,358","1,875,169","1,102,769","1,001,863","3,275,549","1,441,051","990,553","975,193","2,569,973","2,129,151","1,203,853","895,730","3,067,615","1,548,969"
4-hydroxyphenylacetate,Amino Acid,Phenylalanine Metabolism,LC/MS Neg,1361,151.04007,127,C00642,HMDB00020,"465,558","175,115","339,740","304,313","726,160","1,072,337",,"294,153","385,360",,"224,803","337,571","810,918","1,017,675","138,369","273,472","385,222",,"276,496",,"854,842","939,336",,"372,148"
4-hydroxyphenylacetylglycine,Peptide,Acetylated Peptides,LC/MS Neg,1622,208.06153,440732,C05596,,"366,404","472,778","616,466","752,009","789,061","1,054,007","393,185","774,972","293,125","562,226","614,256","815,940","605,002","1,123,643","438,954","910,181","386,410","404,116","585,817","782,566","584,144","951,326","424,364","943,870"
4-hydroxyphenylpyruvate,Amino Acid,Tyrosine Metabolism,LC/MS Neg,1690,179.03498,979,C01179,HMDB00707,"444,247","624,003","567,943","630,310","668,913","273,599","468,501","449,764","273,019","458,902","255,083","408,679","497,721","366,554","536,022","273,156","327,545","336,645","524,332","412,581","724,591","223,631","374,383","433,685"
4-imidazoleacetate,Amino Acid,Histidine Metabolism,LC/MS Pos Early,2055,127.05021,96215,C02835,HMDB02024,"1,843,323","1,664,242","2,511,094","2,811,265","2,689,405","3,013,737","1,950,279","1,853,533","2,088,699","1,750,331","2,412,482","2,966,950","2,636,304","3,047,745","2,028,656","2,111,436","2,132,418","1,810,907","2,386,627","2,533,864","2,705,825","2,962,990","2,436,759","2,084,474"
4-methyl-2-oxopentanoate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Neg,2170,129.05571,70,C00233,HMDB00695,"92,663,048","63,716,220","65,608,552","71,399,824","82,307,816","70,264,040","90,038,272","93,119,432","96,728,712","64,378,644","62,689,332","108,882,216","76,868,032","73,305,488","88,629,912","86,677,616","90,359,720","65,067,840","63,229,332","91,447,968","91,651,656","70,113,424","97,036,936","90,945,264"
4-methylcatechol sulfate,Xenobiotics,Benzoate Metabolism,LC/MS Neg,2665,203.00196,,,,"5,524,071","1,612,576","1,324,018","980,802","6,856,032","845,192","1,124,621","1,450,177","5,161,975","1,868,933","1,221,550","1,094,672","5,614,432","944,499","1,332,653","1,606,580","4,893,765","1,694,320","1,135,105","1,179,919","5,729,713","792,033","1,231,484","1,447,172"
4-vinylguaiacol sulfate,Xenobiotics,Food Component/Plant,LC/MS Neg,3354,229.01761,,,,"5,240,384","3,467,226","3,627,149","4,458,003","3,896,046","6,566,426","68,128,880","6,222,179","5,280,003","3,620,981","3,879,933","4,993,395","3,459,901","6,705,654","74,476,816","5,901,980","5,636,067","3,476,852","3,581,187","4,570,774","3,796,019","6,365,288","65,590,324","6,111,012"
4-vinylphenol sulfate,Xenobiotics,Benzoate Metabolism,LC/MS Neg,3320,199.00705,6426766,C05627,HMDB04072,"18,533,644","14,473,853","11,898,190","13,588,341","13,462,588","21,437,266","478,590,368","14,122,098","18,586,746","16,022,743","11,086,949","15,020,094","12,644,431","22,014,460","491,101,920","14,210,336","17,183,448","14,958,752","10,932,574","14,564,113","12,870,682","19,731,748","499,241,600","15,735,653"
guanosine 5'- monophosphate (5'-GMP),Nucleotide,"Purine Metabolism, Guanine containing",LC/MS Pos Early,800,364.06528,6804,C00144,HMDB01397,"2,202,060","2,418,376","1,017,994","1,477,346","4,458,933",,,"2,881,145","1,813,761","2,283,197","1,143,240","1,395,097","4,099,212",,,"2,695,386","1,933,422","2,077,145","1,320,132","1,374,824","521,334",,,"2,917,860"
5-(galactosylhydroxy)-L-lysine,Amino Acid,Lysine Metabolism,LC/MS Pos Early,2755,325.16055,,,,"1,088,065","809,767","494,059","378,169","567,749","482,063","824,156","1,151,664","1,087,112","736,532","472,328","871,089","646,901","544,273","618,402","1,387,353","1,067,521","700,013","425,915","775,633","550,557","598,822","717,082","1,138,045"
"5alpha-pregnan-3beta,20beta-diol monosulfate (1)",Lipid,Progestin Steroids,LC/MS Neg,5180,399.22106,,,,"1,669,077","403,985","282,850","461,089","291,972","840,190","1,349,371","831,893","1,545,383","523,146","276,794","542,431","268,732","920,022","1,396,290","761,076","1,501,794","450,981","256,777","515,838","325,917","941,151","1,580,201","893,658"
5-aminovalerate,Amino Acid,Lysine Metabolism,LC/MS Pos Early,2220,118.08626,138,C00431,HMDB03355,"29,095,142","14,467,560","19,202,948","20,810,264","29,649,156","31,917,904","20,089,196","9,235,455","32,426,608","12,460,930","14,207,068","23,310,374","30,930,672","36,292,320","19,378,442","13,740,185","30,834,128","18,668,508","20,984,966","18,587,772","25,242,456","30,300,354","23,979,636","12,993,480"
5-bromotryptophan,Amino Acid,Tryptophan Metabolism,LC/MS Neg,3525,280.99311,96735,,,"444,425","686,857","622,914","585,933","318,957","306,337","690,281","448,384","398,302","822,186","775,199","646,639","291,613","348,334","1,013,001","463,609","360,078","784,021","712,991","767,430","416,629","296,280","897,791","428,546"
5-dodecenoate (12:1n7),Lipid,Medium Chain Fatty Acid,LC/MS Neg,5224,197.1547,5312378,,HMDB00529,"1,036,227","1,043,531","1,034,688","1,390,371","1,339,131","1,813,804","1,682,812","1,631,999","1,955,042","1,490,866","1,088,204","1,223,558","1,063,828","1,668,540","1,746,325","1,550,269","1,656,544","1,433,003","1,312,603","1,169,337","705,933","1,426,927","818,443","1,869,819"
5-HEPE,Lipid,Eicosanoid,LC/MS Neg,5316,317.21221,6439678,,HMDB05081,,,,,,,,,"418,827","232,479","602,188","232,435","61,032","130,338","132,130","377,855",,,,,,,,
5-HETE,Lipid,Eicosanoid,LC/MS Neg,5382,319.22786,5280733,C04805,HMDB11134,,,"4,409,371",,,,,,"30,186,676","11,958,329","44,147,416","16,969,920","1,567,293","5,996,294","1,453,328","20,032,064",,,,,,,,
5-hydroxyindole sulfate,Amino Acid,Tryptophan Metabolism,LC/MS Neg,1928,212.0023,,,,"786,502","172,905","237,220","148,563","798,903","779,985","86,123","247,875","782,904","201,250","206,712","177,834","674,149","811,584","120,891","268,275","727,974","182,644","225,778","155,596","633,543","690,596","92,999","297,309"
5-hydroxylysine,Amino Acid,Lysine Metabolism,LC/MS Pos Early,2790,163.10772,1029,C16741,HMDB00450,"21,057,332","25,883,046","24,838,960","30,783,638","29,284,406","24,552,104","22,516,800","17,210,580","20,544,116","26,357,136","24,543,280","33,150,030","29,269,344","25,347,188","23,090,428","16,297,407","20,481,568","25,818,356","23,130,632","31,718,696","28,652,034","23,853,688","22,667,744","16,206,744"
5-hydroxymethyl-2'-deoxycytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",LC/MS Neg,1486,256.09389,169016,,,"59,760,828","56,818,680","58,357,848","61,345,552","58,556,436","66,017,932","51,136,568","57,059,208","62,068,900","58,240,672","57,723,192","68,186,368","60,484,692","66,889,360","52,056,000","56,638,796","70,588,560","67,164,536","54,975,296","64,785,312","55,843,804","63,655,232","55,788,288","68,041,104"
5-hydroxymethylcytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",LC/MS Neg,1394,272.08881,,,,"1,519,413","910,593","1,339,973","1,041,979","2,743,213","2,412,707","2,316,196","941,525","1,266,037","1,139,763","1,244,864","1,185,999","2,210,318","2,343,369","2,550,186","1,123,683","1,231,251","992,296","1,242,214","1,511,835","2,525,153","2,212,154","2,297,156","909,359"
5-methyl-2'-deoxycytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",LC/MS Pos Early,2303,242.11354,440055,C03592,HMDB02224,"27,477,026","25,787,932","30,397,978","35,864,596","20,709,500","24,422,700","15,536,824","34,192,032","31,716,404","26,097,764","28,491,982","29,451,646","21,916,254","24,859,790","15,334,804","34,998,768","29,585,884","30,765,060","31,265,660","28,521,550","18,711,112","23,943,006","17,767,640","32,959,534"
5-methylcytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",LC/MS Neg,1608,256.09389,92918,,HMDB00982,"1,075,304","764,025","1,031,554","1,000,372","1,227,282","1,102,835","1,086,784","1,013,228","852,683","1,152,522","1,108,798","1,032,630","1,082,728","1,194,046","1,102,117","789,546","1,062,068","777,020","1,033,680","1,072,447","1,003,656","1,264,909","1,199,551","859,330"
5-methylcytosine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",LC/MS Pos Early,2195,126.06619,65040,C02376,HMDB02894,"1,055,610","1,317,920","1,319,679","1,299,397","1,296,191","1,073,649","784,748","1,358,979","1,076,471","1,294,720","1,205,133","1,493,872","1,290,348","1,174,794","846,567","1,321,164","1,334,565","1,279,261","1,262,293","1,445,455","1,273,214","1,143,760","939,958","1,252,765"
5-methylnorleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Pos Early,3116,146.11756,94817,,,"5,082,766","4,671,776","5,912,849","4,237,225","4,444,835","6,513,270","4,623,485","4,191,122","4,904,961","4,972,202","5,677,900","4,675,859","4,127,120","7,106,490","4,683,861","4,072,330","4,812,217","4,803,439","5,375,390","4,750,454","4,230,340","7,575,953","4,465,070","3,913,106"
5-methylthioadenosine (MTA),Amino Acid,Polyamine Metabolism,LC/MS Pos Early,2752,298.09684,439176,C00170,HMDB01173,"2,649,947","1,690,685","1,698,560","1,883,836","2,048,432","2,035,015","2,530,393","2,434,629","2,716,631","1,742,287","1,800,838","2,299,107","2,147,576","2,506,672","2,685,793","2,415,396","2,377,933","1,648,070","1,444,793","2,268,641","1,998,318","2,345,661","2,202,385","2,444,542"
5-oxoproline,Amino Acid,Glutathione Metabolism,LC/MS Neg,738.5,128.03531,7405,C01879,HMDB00267,"65,069,052","65,935,556","60,525,872","53,371,216","69,682,696","63,591,392","59,110,752","59,870,564","96,863,024","86,672,440","72,597,536","76,860,624","84,763,856","84,322,536","74,141,736","73,601,864","43,164,236","49,502,796","43,284,316","40,271,196","47,834,608","48,440,080","47,337,328","47,386,052"
6-hydroxyindole sulfate,Xenobiotics,Chemical,LC/MS Neg,2498,212.0023,,,,"6,684,053","1,503,216","1,817,774","1,509,669","7,292,907","6,240,941","938,075","2,457,511","5,652,940","1,622,584","1,694,902","1,657,460","5,914,810","6,384,709","1,105,119","2,597,322","5,587,469","1,485,381","1,664,145","1,854,211","6,093,368","5,806,778","965,973","2,359,589"
6-oxopiperidine-2-carboxylate,Amino Acid,Lysine Metabolism,LC/MS Neg,965,142.05096,3014237,,HMDB61705,"1,566,663","2,306,125","2,198,384","2,659,932","2,389,288","2,183,574","1,759,335","2,004,147","1,483,349","2,817,118","2,734,594","2,999,800","2,179,014","2,466,021","1,525,261","2,041,061","1,421,848","2,493,011","2,168,377","2,666,302","2,231,417","2,199,272","2,074,548","1,912,355"
7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca),Lipid,Sterol,LC/MS Neg,5288.1,429.30103,3081085,C17337,HMDB12458,"1,842,976","3,461,833","1,979,641","2,154,615","1,540,323","1,081,995","2,624,481","2,111,404","1,903,208","4,116,523","1,956,310","2,604,856","1,425,867","1,169,334","2,534,729","1,957,612","2,225,491","3,579,044","1,761,087","2,435,706","2,069,842","1,301,775","2,651,976","2,356,351"
7-hydroxyindole sulfate,Amino Acid,Tryptophan Metabolism,LC/MS Neg,1765,212.0023,,,,"163,461",,"73,366","14,775","111,256","148,898",,"75,243","130,763","39,734","76,768","32,666","126,602","158,157",,"81,832","138,257","25,965","77,665",,"137,645","163,139",,"66,602"
7-methylguanine,Nucleotide,"Purine Metabolism, Guanine containing",LC/MS Pos Early,2175,166.07234,11361,C02242,HMDB00897,"15,404,025","14,730,547","18,251,556","16,235,421","15,796,351","17,202,244","15,237,741","16,062,677","15,418,005","14,536,549","16,916,864","16,818,108","15,306,249","17,711,870","15,433,276","15,921,489","16,605,798","15,061,064","16,844,048","15,342,373","13,999,337","18,165,816","16,698,682","15,141,606"
"9,10-DiHOME",Lipid,"Fatty Acid, Dihydroxy",LC/MS Neg,5180,313.23843,9966640,C14828,HMDB04704,"686,610","550,548","474,479","464,582","324,414","331,350","556,168","426,125","627,811","794,894","416,959","612,566","612,743","404,569","456,459","489,314","389,273","426,828","334,750","310,048","262,889","257,296","446,523","541,941"
acetylcarnitine (C2),Lipid,Fatty Acid Metabolism(Acyl Carnitine),LC/MS Pos Early,2282,204.12304,1,C02571,HMDB00201,"377,275,040","292,771,840","147,188,592","253,368,912","342,276,000","213,898,464","339,615,392","303,401,568","388,151,456","281,902,816","127,589,784","460,593,824","320,383,232","210,246,304","317,165,056","291,875,040","395,964,096","313,289,408","134,684,672","366,250,496","281,721,888","198,920,000","343,040,320","280,841,344"
aconitate [cis or trans],Energy,TCA Cycle,LC/MS Neg,580,173.00916,,,,"51,055,704","29,429,458","29,160,432","29,299,692","39,267,928","40,857,612","47,675,120","50,892,552","54,742,744","31,186,112","29,506,132","31,145,308","34,899,856","41,264,980","49,233,928","52,611,112","48,962,384","31,805,550","29,244,248","30,140,004","33,655,384","41,192,752","48,005,572","52,160,292"
adenine,Nucleotide,"Purine Metabolism, Adenine containing",LC/MS Pos Early,2221,136.06178,190,C00147,HMDB00034,"2,248,624","2,046,836","2,079,094","3,458,165","3,830,423","1,627,715","1,607,352","3,109,143","2,569,957","2,191,185","2,157,043","3,197,511","4,293,499","1,740,681","1,869,450","3,802,513","2,669,821","2,709,202","2,913,192","2,671,407","1,599,246","1,505,622","2,385,683","2,879,416"
adenosine,Nucleotide,"Purine Metabolism, Adenine containing",LC/MS Pos Early,2169,268.10404,60961,C00212,HMDB00050,"3,489,507","3,020,582","1,447,546","3,541,447","8,406,823","362,463","144,399","9,749,911","3,029,742","2,566,072","1,484,667","3,741,269","7,748,963","377,366","224,902","9,345,635","4,851,287","4,178,339","2,090,834","2,232,909","491,209","382,709","277,233","10,693,646"
adipate,Lipid,"Fatty Acid, Dicarboxylate",LC/MS Polar,3000,145.05063,196,C06104,HMDB00448,,,"254,704","352,444","379,707","309,098","206,852","467,054","395,625","310,131","375,330","270,548","628,291","226,681",,"574,747","457,078",,"410,436","236,473","354,559","291,386","235,795","295,711"
adipoylcarnitine (C6-DC),Lipid,Fatty Acid Metabolism(Acyl Carnitine),LC/MS Pos Early,2558,290.15982,71296139,,HMDB61677,,,"298,547","193,983",,,"965,594","203,831","167,581","248,107",,"109,837",,"291,049","983,121","286,463",,"227,768",,"174,515",,"238,946","1,109,342","177,129"
adrenate (22:4n6),Lipid,Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,5678,331.26425,5497181,C16527,HMDB02226,"34,967,360","12,369,291","14,077,975","13,173,190","13,848,969","12,140,352","20,578,782","16,378,961","30,843,306","39,097,484","16,378,328","22,845,810","12,469,419","15,700,883","23,545,820","13,373,992","13,723,450","14,347,253","9,684,469","16,287,090","15,293,401","20,242,508","18,227,202","11,762,703"
adrenoylcarnitine (C22:4)*,Lipid,Fatty Acid Metabolism(Acyl Carnitine),LC/MS Pos Late,1415,476.37343,,,,"226,735","305,950","354,767","312,629","157,521","199,839","384,911","462,998","229,323","381,471","476,405","344,742","149,383","257,032","348,406","465,816","305,208","274,551","428,717","286,060","122,974","317,575","274,873","414,926"
alanine,Amino Acid,Alanine and Aspartate Metabolism,LC/MS Pos Early,1700,90.05496,5950,C00041,HMDB00161,"1,186,253,184","1,452,980,352","1,108,090,112","1,347,109,504","1,409,144,192","1,477,523,200","1,911,718,016","1,438,979,968","1,187,655,424","1,429,357,568","1,082,172,032","1,500,987,520","1,435,940,224","1,540,466,688","1,885,960,832","1,381,366,272","1,176,120,960","1,411,474,944","1,037,035,072","1,416,990,720","1,416,420,480","1,500,351,232","1,862,642,176","1,378,071,040"
